predictor_value,dependence,predictor_name
0.0002154969013114857,-5.596381308622345,H2AZ (window)
0.0002517749416237638,-5.590409315838967,H2AZ (window)
0.0002880529819360419,-5.4900838152906815,H2AZ (window)
0.00032433102224832,-5.388341955902974,H2AZ (window)
0.0003606090625605981,-5.3753972580233755,H2AZ (window)
0.0003968871028728762,-5.37676613835634,H2AZ (window)
0.0004331651431851543,-5.375679508625646,H2AZ (window)
0.00046944318349743236,-5.375397706157678,H2AZ (window)
0.0005057212238097104,-5.372346288321596,H2AZ (window)
0.0005419992641219885,-5.382589919043468,H2AZ (window)
0.0005782773044342666,-5.383418960302119,H2AZ (window)
0.0006145553447465447,-5.385950055735995,H2AZ (window)
0.0006508333850588229,-5.389541997448706,H2AZ (window)
0.000687111425371101,-5.389031191310752,H2AZ (window)
0.0007233894656833791,-5.389652806670945,H2AZ (window)
0.0007596675059956572,-5.386144339221959,H2AZ (window)
0.0007959455463079352,-5.361324927796893,H2AZ (window)
0.0008322235866202133,-5.347932865338111,H2AZ (window)
0.0008685016269324914,-5.2979321729083155,H2AZ (window)
0.0009047796672447695,-5.292633498747819,H2AZ (window)
0.0009410577075570476,-5.282772260381819,H2AZ (window)
0.0009773357478693257,-5.285220835169679,H2AZ (window)
0.0010136137881816038,-5.286813293256824,H2AZ (window)
0.0010498918284938819,-5.287496564959507,H2AZ (window)
0.00108616986880616,-5.287758229850276,H2AZ (window)
0.001122447909118438,-5.2878369202198865,H2AZ (window)
0.0011587259494307161,-5.2868891441629575,H2AZ (window)
0.0011950039897429942,-5.29167625777063,H2AZ (window)
0.0012312820300552723,-5.291051626456272,H2AZ (window)
0.0012675600703675504,-5.281861262279684,H2AZ (window)
0.0013038381106798285,-5.280895931084503,H2AZ (window)
0.0013401161509921065,-5.273103924855931,H2AZ (window)
0.0013763941913043846,-5.272973668661031,H2AZ (window)
0.0014126722316166627,-5.251239170526351,H2AZ (window)
0.0014489502719289408,-5.247702072406801,H2AZ (window)
0.0014852283122412189,-5.247347694013591,H2AZ (window)
0.001521506352553497,-5.246778729081106,H2AZ (window)
0.001557784392865775,-5.2499945212565375,H2AZ (window)
0.0015940624331780531,-5.246348434900218,H2AZ (window)
0.0016303404734903312,-5.2452213039061455,H2AZ (window)
0.0016666185138026093,-5.2438209027869815,H2AZ (window)
0.0017028965541148874,-5.2403229919009275,H2AZ (window)
0.0017391745944271655,-5.239072612034556,H2AZ (window)
0.0017754526347394436,-5.239030143092771,H2AZ (window)
0.0018117306750517217,-5.23645234064423,H2AZ (window)
0.0018480087153639998,-5.23591520023918,H2AZ (window)
0.0018842867556762778,-5.235820510226843,H2AZ (window)
0.001920564795988556,-5.2357237097503955,H2AZ (window)
0.0019568428363008344,-5.235504515702406,H2AZ (window)
0.001993120876613112,-5.2343189570713164,H2AZ (window)
4.826887229861131e-05,-5.357758815127322,CUX1 (window)
8.093592205403131e-05,-5.366696094810285,CUX1 (window)
0.0001136029718094513,-5.340197714515649,CUX1 (window)
0.0001462700215648713,-5.332638763302078,CUX1 (window)
0.0001789370713202913,-5.338060919606334,CUX1 (window)
0.0002116041210757113,-5.341268989952854,CUX1 (window)
0.00024427117083113126,-5.330302538490452,CUX1 (window)
0.00027693822058655126,-5.323628347071376,CUX1 (window)
0.00030960527034197126,-5.321662653729778,CUX1 (window)
0.00034227232009739127,-5.337955875727945,CUX1 (window)
0.00037493936985281127,-5.344719332033057,CUX1 (window)
0.00040760641960823127,-5.347999981945569,CUX1 (window)
0.0004402734693636512,-5.399927422802454,CUX1 (window)
0.0004729405191190712,-5.450706223449368,CUX1 (window)
0.0005056075688744913,-5.449754349422039,CUX1 (window)
0.0005382746186299113,-5.448072591994725,CUX1 (window)
0.0005709416683853313,-5.44834287416574,CUX1 (window)
0.0006036087181407512,-5.447014218996016,CUX1 (window)
0.0006362757678961713,-5.456553495914973,CUX1 (window)
0.0006689428176515912,-5.458713105540165,CUX1 (window)
0.0007016098674070113,-5.458176163588533,CUX1 (window)
0.0007342769171624312,-5.455102487322133,CUX1 (window)
0.0007669439669178513,-5.4510002984199195,CUX1 (window)
0.0007996110166732713,-5.451000324831605,CUX1 (window)
0.0008322780664286912,-5.442426974418206,CUX1 (window)
0.0008649451161841113,-5.427979295173879,CUX1 (window)
0.0008976121659395312,-5.4362941920832375,CUX1 (window)
0.0009302792156949513,-5.4362941920832375,CUX1 (window)
0.0009629462654503712,-5.367117992735545,CUX1 (window)
0.0009956133152057912,-5.341753695557122,CUX1 (window)
0.0010282803649612113,-5.327966917090412,CUX1 (window)
0.0010609474147166313,-5.327967048672267,CUX1 (window)
0.0010936144644720512,-5.331323886425683,CUX1 (window)
0.0011262815142274712,-5.331323886425683,CUX1 (window)
0.0011589485639828911,-5.331323886425683,CUX1 (window)
0.0011916156137383113,-5.331310729155956,CUX1 (window)
0.0012242826634937312,-5.331282356116864,CUX1 (window)
0.0012569497132491512,-5.316072471566922,CUX1 (window)
0.0012896167630045711,-5.315753858573272,CUX1 (window)
0.0013222838127599913,-5.315685674783254,CUX1 (window)
0.0013549508625154113,-5.3017548910247605,CUX1 (window)
0.0013876179122708312,-5.2605995443564195,CUX1 (window)
0.0014202849620262512,-5.260599548356784,CUX1 (window)
0.001452952011781671,-5.181226770032477,CUX1 (window)
0.0014856190615370913,-5.181226770032477,CUX1 (window)
0.0015182861112925112,-5.177586438746464,CUX1 (window)
0.0015509531610479312,-5.17970681159924,CUX1 (window)
0.0015836202108033511,-5.177373648432027,CUX1 (window)
0.001616287260558771,-5.185796671129137,CUX1 (window)
0.0016489543103141912,-5.1857967485681895,CUX1 (window)
1.282238890130252e-05,-5.149561594670996,H4K20me1 (window)
2.649386183163761e-05,-5.134172942050364,H4K20me1 (window)
4.016533476197269e-05,-5.268487180079034,H4K20me1 (window)
5.383680769230778e-05,-5.312823069870604,H4K20me1 (window)
6.750828062264287e-05,-5.299100979421021,H4K20me1 (window)
8.117975355297795e-05,-5.3089998718058835,H4K20me1 (window)
9.485122648331305e-05,-5.303728115377542,H4K20me1 (window)
0.00010852269941364815,-5.304179350255393,H4K20me1 (window)
0.00012219417234398322,-5.250294617859914,H4K20me1 (window)
0.00013586564527431831,-5.233677956332472,H4K20me1 (window)
0.0001495371182046534,-5.22875811057371,H4K20me1 (window)
0.0001632085911349885,-5.281084054227784,H4K20me1 (window)
0.00017688006406532358,-5.348196309327957,H4K20me1 (window)
0.00019055153699565867,-5.345023545561368,H4K20me1 (window)
0.00020422300992599377,-5.35283228585757,H4K20me1 (window)
0.00021789448285632884,-5.448133395064375,H4K20me1 (window)
0.00023156595578666394,-5.448221162060759,H4K20me1 (window)
0.000245237428716999,-5.449028227553173,H4K20me1 (window)
0.0002589089016473341,-5.45933317788647,H4K20me1 (window)
0.0002725803745776692,-5.456945236920417,H4K20me1 (window)
0.00028625184750800427,-5.460605714586281,H4K20me1 (window)
0.00029992332043833934,-5.458924058095607,H4K20me1 (window)
0.00031359479336867446,-5.460518947046925,H4K20me1 (window)
0.00032726626629900953,-5.460506798965465,H4K20me1 (window)
0.0003409377392293446,-5.475044848428357,H4K20me1 (window)
0.0003546092121596797,-5.47505452226763,H4K20me1 (window)
0.0003682806850900148,-5.474335835011552,H4K20me1 (window)
0.00038195215802034986,-5.474335828758522,H4K20me1 (window)
0.000395623630950685,-5.474192017224285,H4K20me1 (window)
0.00040929510388102006,-5.474826501343401,H4K20me1 (window)
0.0004229665768113551,-5.474800440501755,H4K20me1 (window)
0.00043663804974169025,-5.478723492013986,H4K20me1 (window)
0.0004503095226720253,-5.478583132626115,H4K20me1 (window)
0.0004639809956023604,-5.4757498354205865,H4K20me1 (window)
0.0004776524685326955,-5.475720947944336,H4K20me1 (window)
0.0004913239414630306,-5.473868561817889,H4K20me1 (window)
0.0005049954143933657,-5.4692522155290995,H4K20me1 (window)
0.0005186668873237008,-5.469075210667123,H4K20me1 (window)
0.000532338360254036,-5.468632187406055,H4K20me1 (window)
0.000546009833184371,-5.468616335561362,H4K20me1 (window)
0.0005596813061147061,-5.468616335561362,H4K20me1 (window)
0.0005733527790450412,-5.3893604758254945,H4K20me1 (window)
0.0005870242519753762,-5.386430186168267,H4K20me1 (window)
0.0006006957249057114,-5.3812305857006955,H4K20me1 (window)
0.0006143671978360465,-5.38123060632377,H4K20me1 (window)
0.0006280386707663815,-5.38123060632377,H4K20me1 (window)
0.0006417101436967166,-5.381705959136981,H4K20me1 (window)
0.0006553816166270517,-5.381705959136981,H4K20me1 (window)
0.0006690530895573868,-5.381889048372935,H4K20me1 (window)
0.0006827245624877219,-5.411026527709042,H4K20me1 (window)
0.0003761577680008566,-5.183054005289353,CAGE (window)
0.0005031881340881802,-5.25009290116136,CAGE (window)
0.000630218500175504,-5.258142019275183,CAGE (window)
0.0007572488662628276,-5.295026614270516,CAGE (window)
0.0008842792323501512,-5.295922291939717,CAGE (window)
0.0010113095984374749,-5.293672394439932,CAGE (window)
0.0011383399645247985,-5.2924043227725175,CAGE (window)
0.0012653703306121224,-5.290505998182048,CAGE (window)
0.0013924006966994458,-5.2432391409837935,CAGE (window)
0.0015194310627867696,-5.212420409993538,CAGE (window)
0.001646461428874093,-5.219961380507971,CAGE (window)
0.0017734917949614169,-5.233985363173172,CAGE (window)
0.0019005221610487407,-5.285872354802996,CAGE (window)
0.002027552527136064,-5.289346662249077,CAGE (window)
0.002154582893223388,-5.294327450170799,CAGE (window)
0.0022816132593107114,-5.300810222947741,CAGE (window)
0.0024086436253980353,-5.3042508571286255,CAGE (window)
0.002535673991485359,-5.30607256387398,CAGE (window)
0.0026627043575726825,-5.39301033729801,CAGE (window)
0.0027897347236600064,-5.393374425067532,CAGE (window)
0.0029167650897473298,-5.393673848667406,CAGE (window)
0.0030437954558346536,-5.394068411356208,CAGE (window)
0.003170825821921977,-5.392636904388431,CAGE (window)
0.003297856188009301,-5.376503318703851,CAGE (window)
0.0034248865540966247,-5.377045321911095,CAGE (window)
0.003551916920183948,-5.376727433046131,CAGE (window)
0.003678947286271272,-5.376753206145483,CAGE (window)
0.0038059776523585954,-5.382001638639032,CAGE (window)
0.003933008018445919,-5.381661795303697,CAGE (window)
0.004060038384533242,-5.3806904000851175,CAGE (window)
0.004187068750620566,-5.386320680864119,CAGE (window)
0.00431409911670789,-5.401914301819909,CAGE (window)
0.004441129482795214,-5.403055790951357,CAGE (window)
0.004568159848882538,-5.435894107992702,CAGE (window)
0.0046951902149698615,-5.4610465185089705,CAGE (window)
0.0048222205810571845,-5.484391851688982,CAGE (window)
0.004949250947144508,-5.495614263146837,CAGE (window)
0.005076281313231832,-5.495612171525794,CAGE (window)
0.005203311679319156,-5.495647738868935,CAGE (window)
0.005330342045406479,-5.495447943190547,CAGE (window)
0.005457372411493803,-5.494681485741658,CAGE (window)
0.005584402777581127,-5.494659678733887,CAGE (window)
0.0057114331436684505,-5.494659678733887,CAGE (window)
0.005838463509755774,-5.523323514095032,CAGE (window)
0.005965493875843097,-5.52339201923798,CAGE (window)
0.006092524241930421,-5.5233923396680975,CAGE (window)
0.006219554608017745,-5.520980405678043,CAGE (window)
0.006346584974105069,-5.520980405678043,CAGE (window)
0.006473615340192393,-5.520740014679965,CAGE (window)
0.006600645706279716,-5.520740014679965,CAGE (window)
0.0001526089363564333,-4.9743745945814615,RAD21 (window)
0.00026436231381656624,-4.9433974056987,RAD21 (window)
0.0003761156912766992,-4.943315796962766,RAD21 (window)
0.0004878690687368322,-5.035715601607505,RAD21 (window)
0.0005996224461969652,-5.0640221608490945,RAD21 (window)
0.0007113758236570981,-5.1253209611213295,RAD21 (window)
0.0008231292011172311,-5.1114484778843,RAD21 (window)
0.000934882578577364,-5.278068400232172,RAD21 (window)
0.001046635956037497,-5.273417368229201,RAD21 (window)
0.0011583893334976298,-5.272542576594737,RAD21 (window)
0.0012701427109577629,-5.276560855975613,RAD21 (window)
0.001381896088417896,-5.275072537135098,RAD21 (window)
0.001493649465878029,-5.269882184384202,RAD21 (window)
0.0016054028433381616,-5.271338483794026,RAD21 (window)
0.0017171562207982946,-5.360182502707327,RAD21 (window)
0.0018289095982584277,-5.377341107418555,RAD21 (window)
0.0019406629757185608,-5.444814426768823,RAD21 (window)
0.002052416353178694,-5.454695513769408,RAD21 (window)
0.0021641697306388264,-5.4539039287562385,RAD21 (window)
0.0022759231080989595,-5.454006083686069,RAD21 (window)
0.0023876764855590925,-5.446201221380591,RAD21 (window)
0.002499429863019225,-5.438308879875209,RAD21 (window)
0.002611183240479358,-5.440248030003683,RAD21 (window)
0.0027229366179394913,-5.441091429986987,RAD21 (window)
0.0028346899953996243,-5.440434069433068,RAD21 (window)
0.0029464433728597574,-5.440507133898039,RAD21 (window)
0.00305819675031989,-5.444355300113811,RAD21 (window)
0.003169950127780023,-5.43713503879488,RAD21 (window)
0.003281703505240156,-5.43713503879488,RAD21 (window)
0.003393456882700289,-5.450745085109021,RAD21 (window)
0.0035052102601604218,-5.450759405332406,RAD21 (window)
0.003616963637620555,-5.450990410099109,RAD21 (window)
0.003728717015080688,-5.451673435509021,RAD21 (window)
0.003840470392540821,-5.632186816974844,RAD21 (window)
0.003952223770000954,-5.6352414582204515,RAD21 (window)
0.0040639771474610875,-5.635256101125553,RAD21 (window)
0.00417573052492122,-5.635915962729797,RAD21 (window)
0.004287483902381353,-5.635915962729797,RAD21 (window)
0.004399237279841486,-5.635915962729797,RAD21 (window)
0.004510990657301619,-5.635857592845693,RAD21 (window)
0.004622744034761752,-5.635857592845693,RAD21 (window)
0.004734497412221885,-5.638224592307889,RAD21 (window)
0.0048462507896820176,-5.638224592307889,RAD21 (window)
0.004958004167142151,-5.652067257403821,RAD21 (window)
0.005069757544602284,-5.65208188579131,RAD21 (window)
0.005181510922062417,-5.65208188579131,RAD21 (window)
0.00529326429952255,-5.65208188579131,RAD21 (window)
0.005405017676982682,-5.651891594251808,RAD21 (window)
0.005516771054442816,-5.651891584305226,RAD21 (window)
0.0056285244319029485,-5.651738737841743,RAD21 (window)
3.334196896122403e-05,-5.224128132827028,H3K79me2 (window)
5.0887931018327146e-05,-5.245739847033108,H3K79me2 (window)
6.843389307543026e-05,-5.318994323553162,H3K79me2 (window)
8.597985513253337e-05,-5.381422871523421,H3K79me2 (window)
0.00010352581718963648,-5.372834150026545,H3K79me2 (window)
0.0001210717792467396,-5.413853124755017,H3K79me2 (window)
0.0001386177413038427,-5.406310069245738,H3K79me2 (window)
0.00015616370336094584,-5.410182494630442,H3K79me2 (window)
0.00017370966541804892,-5.407666502740876,H3K79me2 (window)
0.00019125562747515206,-5.400911234427042,H3K79me2 (window)
0.00020880158953225515,-5.4015399463365465,H3K79me2 (window)
0.0002263475515893583,-5.398967147023719,H3K79me2 (window)
0.00024389351364646137,-5.3996333331549815,H3K79me2 (window)
0.0002614394757035645,-5.399835351239097,H3K79me2 (window)
0.0002789854377606676,-5.403117669556502,H3K79me2 (window)
0.0002965313998177707,-5.401700652240253,H3K79me2 (window)
0.0003140773618748738,-5.374597552231072,H3K79me2 (window)
0.00033162332393197697,-5.374169849795111,H3K79me2 (window)
0.00034916928598908005,-5.373337563051543,H3K79me2 (window)
0.00036671524804618314,-5.282508826357029,H3K79me2 (window)
0.0003842612101032863,-5.282737902716206,H3K79me2 (window)
0.0004018071721603894,-5.281756579121879,H3K79me2 (window)
0.0004193531342174925,-5.273804285284905,H3K79me2 (window)
0.0004368990962745956,-5.272408562480398,H3K79me2 (window)
0.00045444505833169873,-5.267118461887996,H3K79me2 (window)
0.00047199102038880187,-5.267181737679278,H3K79me2 (window)
0.000489536982445905,-5.266405180117434,H3K79me2 (window)
0.0005070829445030081,-5.265931516545095,H3K79me2 (window)
0.0005246289065601112,-5.265917091148225,H3K79me2 (window)
0.0005421748686172144,-5.263977144318995,H3K79me2 (window)
0.0005597208306743174,-5.258297398512587,H3K79me2 (window)
0.0005772667927314205,-5.25200383434336,H3K79me2 (window)
0.0005948127547885237,-5.25200383434336,H3K79me2 (window)
0.0006123587168456268,-5.25200383434336,H3K79me2 (window)
0.00062990467890273,-5.249419892389973,H3K79me2 (window)
0.000647450640959833,-5.24918040202168,H3K79me2 (window)
0.0006649966030169361,-5.248933623820982,H3K79me2 (window)
0.0006825425650740393,-5.243840296599383,H3K79me2 (window)
0.0007000885271311423,-5.243840296599383,H3K79me2 (window)
0.0007176344891882454,-5.256133982264072,H3K79me2 (window)
0.0007351804512453486,-5.256133963732992,H3K79me2 (window)
0.0007527264133024517,-5.256168825243197,H3K79me2 (window)
0.0007702723753595549,-5.255033371810358,H3K79me2 (window)
0.0007878183374166579,-5.255032963284557,H3K79me2 (window)
0.000805364299473761,-5.255133205150475,H3K79me2 (window)
0.0008229102615308642,-5.255183711422314,H3K79me2 (window)
0.0008404562235879672,-5.255183934167468,H3K79me2 (window)
0.0008580021856450704,-5.255183934167468,H3K79me2 (window)
0.0008755481477021735,-5.255183934167468,H3K79me2 (window)
0.0008930941097592766,-5.2551841272570785,H3K79me2 (window)
2.2474696325999206e-05,-5.265133899247023,H3K36me3 (window)
5.7604380612863546e-05,-5.225860611337369,H3K36me3 (window)
9.273406489972788e-05,-5.242785585121201,H3K36me3 (window)
0.00012786374918659222,-5.250327889133818,H3K36me3 (window)
0.00016299343347345654,-5.247433292526225,H3K36me3 (window)
0.00019812311776032086,-5.246098829582215,H3K36me3 (window)
0.0002332528020471852,-5.2520725857308275,H3K36me3 (window)
0.0002683824863340496,-5.306357454146925,H3K36me3 (window)
0.0003035121706209139,-5.379716310907495,H3K36me3 (window)
0.00033864185490777824,-5.3816831458962495,H3K36me3 (window)
0.00037377153919464256,-5.381678230969648,H3K36me3 (window)
0.00040890122348150693,-5.380067664288862,H3K36me3 (window)
0.00044403090776837126,-5.382434828356996,H3K36me3 (window)
0.0004791605920552356,-5.3819721489561765,H3K36me3 (window)
0.0005142902763421,-5.395457879527801,H3K36me3 (window)
0.0005494199606289643,-5.405859947747639,H3K36me3 (window)
0.0005845496449158286,-5.4077645248241915,H3K36me3 (window)
0.0006196793292026929,-5.411864163230173,H3K36me3 (window)
0.0006548090134895572,-5.406354715548107,H3K36me3 (window)
0.0006899386977764216,-5.4084006577564505,H3K36me3 (window)
0.0007250683820632859,-5.4137348927579705,H3K36me3 (window)
0.0007601980663501503,-5.4116696499909525,H3K36me3 (window)
0.0007953277506370146,-5.415919424201108,H3K36me3 (window)
0.000830457434923879,-5.4113643539372696,H3K36me3 (window)
0.0008655871192107433,-5.4077513273448155,H3K36me3 (window)
0.0009007168034976076,-5.4054259705218985,H3K36me3 (window)
0.0009358464877844719,-5.397323451099639,H3K36me3 (window)
0.0009709761720713363,-5.388255682350788,H3K36me3 (window)
0.0010061058563582007,-5.380051860749607,H3K36me3 (window)
0.001041235540645065,-5.371408123383881,H3K36me3 (window)
0.0010763652249319293,-5.3700314112916585,H3K36me3 (window)
0.0011114949092187936,-5.369997333595012,H3K36me3 (window)
0.001146624593505658,-5.36945534612965,H3K36me3 (window)
0.0011817542777925224,-5.376593419805851,H3K36me3 (window)
0.0012168839620793866,-5.38483730637693,H3K36me3 (window)
0.001252013646366251,-5.389660668930286,H3K36me3 (window)
0.0012871433306531153,-5.395412034155124,H3K36me3 (window)
0.0013222730149399797,-5.395444344148254,H3K36me3 (window)
0.001357402699226844,-5.395444344148254,H3K36me3 (window)
0.0013925323835137083,-5.395284174901359,H3K36me3 (window)
0.0014276620678005726,-5.395284174901359,H3K36me3 (window)
0.001462791752087437,-5.4346592014997395,H3K36me3 (window)
0.0014979214363743014,-5.45633778041417,H3K36me3 (window)
0.0015330511206611656,-5.459690822083428,H3K36me3 (window)
0.00156818080494803,-5.5777954745175435,H3K36me3 (window)
0.0016033104892348943,-5.583957909905173,H3K36me3 (window)
0.0016384401735217587,-5.5839578141209785,H3K36me3 (window)
0.001673569857808623,-5.5839578141209785,H3K36me3 (window)
0.0017086995420954874,-5.619944784492716,H3K36me3 (window)
0.0017438292263823518,-5.759733944484382,H3K36me3 (window)
2.8456663781795452e-05,-5.332922587823233,WHSC1 (window)
5.2108023562001345e-05,-5.328662573628871,WHSC1 (window)
7.575938334220724e-05,-5.35866358838028,WHSC1 (window)
9.941074312241313e-05,-5.341498114913728,WHSC1 (window)
0.00012306210290261902,-5.365909659565056,WHSC1 (window)
0.00014671346268282492,-5.362430053902719,WHSC1 (window)
0.0001703648224630308,-5.362044119828518,WHSC1 (window)
0.0001940161822432367,-5.360196407917642,WHSC1 (window)
0.0002176675420234426,-5.360194812613608,WHSC1 (window)
0.0002413189018036485,-5.353665555878764,WHSC1 (window)
0.0002649702615838544,-5.344465646787562,WHSC1 (window)
0.0002886216213640602,-5.341664872764397,WHSC1 (window)
0.00031227298114426614,-5.343442616939792,WHSC1 (window)
0.00033592434092447206,-5.321671882632187,WHSC1 (window)
0.000359575700704678,-5.3178239489357395,WHSC1 (window)
0.0003832270604848838,-5.318016779349946,WHSC1 (window)
0.0004068784202650897,-5.315170466328829,WHSC1 (window)
0.00043052978004529563,-5.316545252431469,WHSC1 (window)
0.00045418113982550155,-5.316121052698041,WHSC1 (window)
0.00047783249960570737,-5.318472774628292,WHSC1 (window)
0.0005014838593859133,-5.320472937983864,WHSC1 (window)
0.0005251352191661192,-5.322893810696103,WHSC1 (window)
0.000548786578946325,-5.323229378055909,WHSC1 (window)
0.0005724379387265309,-5.334004906893628,WHSC1 (window)
0.0005960892985067369,-5.338882282985187,WHSC1 (window)
0.0006197406582869428,-5.33836292338015,WHSC1 (window)
0.0006433920180671487,-5.337940988908883,WHSC1 (window)
0.0006670433778473545,-5.341751775333621,WHSC1 (window)
0.0006906947376275604,-5.34182181524578,WHSC1 (window)
0.0007143460974077663,-5.344261932737939,WHSC1 (window)
0.0007379974571879722,-5.344295258317836,WHSC1 (window)
0.0007616488169681781,-5.351807802270387,WHSC1 (window)
0.000785300176748384,-5.354189408239997,WHSC1 (window)
0.0008089515365285899,-5.358346082846376,WHSC1 (window)
0.0008326028963087958,-5.3512072133041055,WHSC1 (window)
0.0008562542560890017,-5.347666119153495,WHSC1 (window)
0.0008799056158692076,-5.343411683648184,WHSC1 (window)
0.0009035569756494135,-5.342116963703567,WHSC1 (window)
0.0009272083354296193,-5.342150703271821,WHSC1 (window)
0.0009508596952098252,-5.339276625161016,WHSC1 (window)
0.0009745110549900311,-5.339123093470675,WHSC1 (window)
0.0009981624147702372,-5.337989138621004,WHSC1 (window)
0.001021813774550443,-5.334552619605192,WHSC1 (window)
0.0010454651343306488,-5.334552619605192,WHSC1 (window)
0.0010691164941108546,-5.366201978636169,WHSC1 (window)
0.0010927678538910606,-5.366180789115284,WHSC1 (window)
0.0011164192136712664,-5.366181196513856,WHSC1 (window)
0.0011400705734514725,-5.363219564967045,WHSC1 (window)
0.0011637219332316783,-5.363010360704032,WHSC1 (window)
0.001187373293011884,-5.377462144963008,WHSC1 (window)
0.000300298221981567,-5.105160486188895,CTCF (window)
0.00050350915447383,-5.128127169117038,CTCF (window)
0.000706720086966093,-5.133627798205204,CTCF (window)
0.0009099310194583559,-5.161362107033423,CTCF (window)
0.0011131419519506188,-5.180480948360222,CTCF (window)
0.001316352884442882,-5.161388212899415,CTCF (window)
0.0015195638169351448,-5.2238966635231145,CTCF (window)
0.001722774749427408,-5.270068239039744,CTCF (window)
0.0019259856819196708,-5.261584623091587,CTCF (window)
0.002129196614411934,-5.268727863062029,CTCF (window)
0.0023324075469041967,-5.267156534332229,CTCF (window)
0.00253561847939646,-5.26300708312924,CTCF (window)
0.0027388294118887227,-5.252244937560024,CTCF (window)
0.0029420403443809855,-5.247886865680659,CTCF (window)
0.0031452512768732487,-5.25192744881904,CTCF (window)
0.003348462209365512,-5.245355227902764,CTCF (window)
0.0035516731418577746,-5.246647866987009,CTCF (window)
0.0037548840743500374,-5.250594253349544,CTCF (window)
0.003958095006842301,-5.318427539968059,CTCF (window)
0.004161305939334564,-5.319898224045909,CTCF (window)
0.004364516871826827,-5.345214750669287,CTCF (window)
0.004567727804319089,-5.415645293052693,CTCF (window)
0.004770938736811353,-5.418631294972751,CTCF (window)
0.004974149669303616,-5.418627243233945,CTCF (window)
0.0051773606017958785,-5.457936944926429,CTCF (window)
0.005380571534288141,-5.535367294239632,CTCF (window)
0.005583782466780404,-5.542712302616134,CTCF (window)
0.005786993399272668,-5.55915567924238,CTCF (window)
0.0059902043317649305,-5.572627562330402,CTCF (window)
0.006193415264257193,-5.57325233019278,CTCF (window)
0.006396626196749457,-5.57325233019278,CTCF (window)
0.00659983712924172,-5.573238221390648,CTCF (window)
0.006803048061733982,-5.573125555212551,CTCF (window)
0.007006258994226245,-5.561445777049743,CTCF (window)
0.007209469926718508,-5.560608924048294,CTCF (window)
0.007412680859210772,-5.560608924048294,CTCF (window)
0.007615891791703034,-5.560608924048294,CTCF (window)
0.007819102724195297,-5.585341966972097,CTCF (window)
0.008022313656687562,-5.585341966972097,CTCF (window)
0.008225524589179824,-5.585261250046123,CTCF (window)
0.008428735521672087,-5.5852561727518975,CTCF (window)
0.00863194645416435,-5.5852561727518975,CTCF (window)
0.008835157386656613,-5.5852561727518975,CTCF (window)
0.009038368319148875,-5.58069748882209,CTCF (window)
0.00924157925164114,-5.58069748882209,CTCF (window)
0.009444790184133403,-5.580687521088895,CTCF (window)
0.009648001116625666,-5.580612245551765,CTCF (window)
0.009851212049117928,-5.580603501825573,CTCF (window)
0.010054422981610191,-5.580823854140689,CTCF (window)
0.010257633914102454,-5.580823854140689,CTCF (window)
